3408	34	淮北
3409	34	淮南
3410	34	黄山
3411	34	六安
3412	34	马鞍山
3414	34	铜陵
3415	34	芜湖
3416	34	宣城
3417	34	亳州
3418	34	宿州
3501	35	福州
3502	35	厦门
3503	35	龙岩
3504	35	南平
3505	35	宁德
4608	46	定安
4609	46	东方
4610	46	乐东
4611	46	临高
4612	46	陵水
4613	46	琼海
4614	46	琼中
4615	46	屯昌
4616	46	万宁
4617	46	文昌
4618	46	五指山
4619	46	洋浦
5000	50	重庆
5101	51	成都
5102	51	巴中
5103	51	达州
5104	51	德阳
5105	51	广安
5106	51	广元
5107	51	乐山
5108	51	凉山
5109	51	眉山
5110	51	绵阳
5111	51	南充
5112	51	内江
5113	51	攀枝花
5114	51	遂宁
5115	51	雅安
5116	51	宜宾
5117	51	自贡
5118	51	泸州
5119	51	阿坝
5120	51	甘孜
5121	51	资阳
5201	52	贵阳
5202	52	安顺
5203	52	毕节
5204	52	六盘水
5205	52	铜仁
5206	52	遵义
5207	52	黔东南
5208	52	黔南
5209	52	黔西南
5301	53	昆明
5302	53	西双版纳
5303	53	保山
5304	53	楚雄
5305	53	大理
5306	53	德宏
5307	53	红河
5308	53	丽江
5309	53	临沧
5310	53	怒江
5311	53	曲靖
5312	53	思茅
5313	53	文山
5314	53	玉溪
5315	53	昭通
5316	53	中甸
5317	53	迪庆州
5401	54	拉萨
3506	35	莆田
3507	35	泉州
3508	35	三明
3509	35	漳州
3601	36	南昌
3602	36	抚州
3603	36	赣州
3604	36	吉安
3605	36	景德镇
3606	36	九江
3607	36	萍乡
3608	36	上饶
3609	36	新余
3610	36	宜春
3611	36	鹰潭
3701	37	济南
3702	37	青岛
3703	37	滨州
3704	37	德州
3705	37	东营
3706	37	菏泽
3707	37	济宁
3708	37	莱芜
3709	37	聊城
3710	37	临沂
3711	37	日照
3712	37	泰安
3713	37	威海
3714	37	潍坊
3715	37	烟台
3716	37	枣庄
3717	37	淄博
4101	41	郑州
4102	41	安阳
4103	41	焦作
4104	41	鹤壁
4105	41	开封
4106	41	洛阳
4107	41	南阳
4108	41	平顶山
4109	41	三门峡
4110	41	商丘
4111	41	新乡
4112	41	信阳
4113	41	许昌
4114	41	周口
4115	41	驻马店
4116	41	漯河
4117	41	濮阳
4118	41	济源
4201	42	武汉
4202	42	鄂州
4203	42	恩施
4204	42	黄冈
4205	42	黄石
4206	42	荆门
4207	42	荆州
4208	42	十堰
4209	42	随州
4210	42	咸宁
4211	42	襄樊
5402	54	阿里
5403	54	昌都
5404	54	林芝
5405	54	那曲
5406	54	日喀则
5407	54	山南
6101	61	西安
6102	61	安康
6103	61	宝鸡
6104	61	汉中
6105	61	商洛
6106	61	铜川
6107	61	渭南
6108	61	咸阳
6109	61	延安
6110	61	榆林
6201	62	兰州
6202	62	白银
6203	62	定西
6204	62	东风
6205	62	合作
6206	62	嘉峪关
6207	62	金昌
6208	62	酒泉
6209	62	矿区
6210	62	临夏
6211	62	陇南
6212	62	平凉
6213	62	庆阳
6214	62	天水
6215	62	武威
6216	62	张掖
6217	62	甘南州
6301	63	西宁
6302	63	海东
6401	64	银川
6402	64	中卫
6403	64	固原
6404	64	石嘴山
6405	64	吴忠
6501	65	乌鲁木齐
6502	65	阿克苏
6503	65	阿勒泰
6504	65	巴州
6505	65	博州
6506	65	昌吉
6507	65	哈密
6508	65	和田
6509	65	喀什
6510	65	克拉玛依
6511	65	马兰
6512	65	石河子
6513	65	塔城
6514	65	吐鲁番
6515	65	伊犁
6516	65	克州
6517	65	阿拉尔
6518	65	五家渠
9901	2001	香港
9902	2002	澳门
9903	2003	台湾
